,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
ICV393,-0.0047039366,0.0010144319,0.008334832,0.053039998,-0.011147086,0.046686415,-0.05301845,-0.008243013,0.0047075767,-0.03242256,-0.095398955,-0.04974641,0.09940306,-0.08110066,-0.020709693,-0.012815885,0.049770385,-0.08855193,0.066603914,0.037132025,0.012744984,-0.06256794,-0.008693729,-0.0016569151,0.09159793,-0.0013670325,-0.07349916,0.012846723,0.029696956,0.011400775,-0.04686587,-0.03720799
ICV777,-0.010435277,0.0050924895,0.0036247093,0.049672015,0.017263295,0.068107486,-0.038895722,-0.031816322,-0.016524222,-0.028485956,-0.0878919,-0.052277297,0.08705652,-0.08505106,-0.03667539,0.019768596,0.06166904,-0.0708429,0.07004668,0.044508267,0.011298671,-0.03888822,-0.0017117206,0.006461315,0.08852232,-0.0077341124,-0.0678914,-0.00535829,0.037828814,0.029812085,-0.049328294,-0.051255777
ICV314,-0.009311133,-0.0035670921,0.009662293,0.055063367,0.0110184625,0.061484147,-0.038800314,-0.025495153,-0.005579062,-0.033294592,-0.08894774,-0.0482577,0.08428836,-0.082171276,-0.029098816,0.008896779,0.0615223,-0.07470605,0.0698198,0.04626562,0.009547703,-0.043477573,0.0029132701,0.0035514673,0.08143005,-0.0066590533,-0.06894242,-0.00054004416,0.034491565,0.02455893,-0.048569962,-0.054009728
ICV70,-0.010292818,0.0018807594,0.0067771785,0.055666566,0.01568214,0.06368475,-0.040560327,-0.03391426,-0.0081765065,-0.030122507,-0.091141306,-0.04428936,0.09362361,-0.08205051,-0.029298546,0.009607755,0.059695512,-0.0737339,0.073221356,0.043975867,0.014332511,-0.0422427,-0.0065532196,0.0025427751,0.08454603,-0.006537024,-0.07145042,-0.007854611,0.032492854,0.018667042,-0.041761465,-0.04469999
ICV327,-0.009129296,0.0027170554,0.007787224,0.055142727,0.013113137,0.06627551,-0.04027199,-0.027269283,-0.008909313,-0.032340225,-0.089223534,-0.050652288,0.08548046,-0.08285703,-0.03001608,0.010926608,0.06550136,-0.07267554,0.07082263,0.05001238,0.0108238,-0.040511325,-0.0008584652,0.00433907,0.083304286,-0.005222805,-0.06887715,-0.00196461,0.032930054,0.023908589,-0.04362751,-0.04823667
ICV740,-0.009133402,-0.004612418,0.0066528833,0.05506729,0.006942764,0.06725133,-0.044849765,-0.026047973,-0.013291876,-0.023071563,-0.08517728,-0.05277776,0.08745754,-0.0786191,-0.032676168,0.0049138498,0.06178005,-0.06583524,0.070633516,0.049734242,0.01100536,-0.045405407,-0.002879424,0.004994684,0.09191697,0.0006247498,-0.0687474,0.005231738,0.041818105,0.015834954,-0.043974575,-0.05384447
ICV61,-0.014136236,0.0010531265,0.009947488,0.05460365,0.013460778,0.06734846,-0.03680176,-0.027869616,-0.008399064,-0.035407107,-0.088669375,-0.04919731,0.08608068,-0.08182143,-0.029140856,0.017209165,0.063649565,-0.06711482,0.06961633,0.049547404,0.0055927867,-0.03594576,-0.0018885676,0.012370804,0.08775587,-0.006006215,-0.06512018,0.0008976646,0.036423508,0.022737745,-0.041185487,-0.049690608
ICV632,-0.010870618,0.003599329,0.007611255,0.05733925,0.0108163655,0.062707335,-0.04425529,-0.023533337,-0.007333503,-0.032291647,-0.093396105,-0.044336982,0.098126635,-0.084002465,-0.022702377,0.006210558,0.06274772,-0.07590538,0.07042073,0.045328848,0.010871576,-0.04320084,-0.009637237,0.0007552551,0.08537507,-0.0071544833,-0.07240623,-0.0062573925,0.027291592,0.012918126,-0.040319774,-0.039794806
ICV246,-0.013886027,0.0034511015,0.0103060845,0.051829413,0.008463049,0.06200855,-0.049763378,-0.022091292,-0.010333455,-0.034819953,-0.09568622,-0.046432007,0.09332936,-0.08248189,-0.020930504,0.00653195,0.056125175,-0.07646641,0.06913134,0.043004278,0.0035065967,-0.04174891,-0.0049238373,0.006156301,0.08951791,-0.0065854974,-0.066745035,0.0063725673,0.034091502,0.020415358,-0.039645966,-0.0439809
ICV795,-0.0025755493,-0.004477402,0.0056516137,0.053311504,-0.0038064122,0.04363653,-0.054988258,-0.018108238,0.009947723,-0.028253976,-0.093659535,-0.049267,0.102517135,-0.08013481,-0.016398445,-0.0107305795,0.048551217,-0.09034378,0.07113924,0.03297152,0.024547722,-0.06289793,-0.010676833,-0.005195228,0.08970435,-0.0028315187,-0.08413384,0.004397448,0.030354906,0.009731676,-0.04601641,-0.03749803
ICV233,-0.008801239,-0.0021043401,0.0056215194,0.05168988,0.011898251,0.06274798,-0.040278792,-0.031832647,-0.012166783,-0.03455954,-0.0896563,-0.053755306,0.08676168,-0.08003288,-0.03046027,0.017003186,0.05749447,-0.069201544,0.06898038,0.044331644,0.010563587,-0.039662093,0.0021475255,0.0076620895,0.08767176,-0.0049494877,-0.06934726,0.00039213896,0.038214646,0.028190378,-0.04666352,-0.049834814
ICV736,-0.0069077285,-0.010091942,0.0036440464,0.0569785,0.003542859,0.059552014,-0.04166005,-0.015557091,-0.0006602444,-0.033432167,-0.09691163,-0.04990592,0.09115231,-0.081522055,-0.021539696,0.0053910464,0.050545923,-0.07908362,0.07171609,0.04334283,0.017292714,-0.050486222,0.001560308,-0.004226528,0.08888368,-0.009024359,-0.08362749,-0.0019384623,0.035176307,0.01835882,-0.04965126,-0.04089229
ICV222,-0.009626972,0.0049995454,0.0068631624,0.054914124,0.014744563,0.0652293,-0.03934387,-0.029923914,-0.007169757,-0.03352798,-0.08966138,-0.04961583,0.087918356,-0.081462584,-0.027188553,0.017568756,0.058635075,-0.073068,0.076373756,0.040250566,0.013809633,-0.03993575,-0.005181784,0.008752653,0.08427919,-0.006571792,-0.067981884,-0.0012128502,0.031120982,0.025065135,-0.04443395,-0.0454179
ICV343,-0.008157994,-0.0036953632,0.012437204,0.05552166,0.00660792,0.059724815,-0.037204295,-0.023919009,-0.002694603,-0.033808444,-0.08518392,-0.048757635,0.08627784,-0.08261264,-0.028946683,0.0062497407,0.061969288,-0.07111313,0.068756446,0.04768449,0.008814847,-0.044187963,0.0030466653,0.0061028115,0.086896464,-0.0022777095,-0.06942177,0.004772052,0.036250584,0.021227945,-0.04581708,-0.054942116
ICV244,-0.012711172,0.001392711,0.0028354865,0.054849036,0.014643164,0.064733006,-0.0488978,-0.026723256,-0.01993811,-0.037722733,-0.094658166,-0.04914426,0.09103874,-0.08254473,-0.026833331,0.021113854,0.06363398,-0.07550254,0.07030578,0.042294603,0.007361318,-0.03410692,-0.005626576,0.005659133,0.09377472,-0.00520315,-0.07069719,-0.0043271035,0.03928586,0.024458313,-0.044235677,-0.042676512
ICV694,-0.0019378429,-0.0008505229,0.008819214,0.055912293,-0.011977464,0.043386202,-0.04962819,-0.013978451,0.0037899911,-0.021653324,-0.08535771,-0.05318416,0.10154618,-0.07879202,-0.019026414,-0.016149238,0.063180596,-0.081315435,0.06763044,0.046931505,0.022882916,-0.061405167,-0.010954047,-0.0053738644,0.09356932,0.003255915,-0.09049371,0.0028062984,0.028097145,-0.00022771582,-0.04028528,-0.046343915
ICV25,-0.010658896,0.0059312163,0.0076948414,0.056075215,0.005669024,0.055328745,-0.052173674,-0.017381614,-0.0044834614,-0.037045274,-0.091573775,-0.04337793,0.09522037,-0.08543135,-0.025259307,0.00089018233,0.05930185,-0.08314809,0.07090114,0.039551683,0.009952067,-0.0469542,-0.012490634,0.0049220147,0.09108495,-0.0021740198,-0.06820282,0.009130895,0.030903907,0.01642877,-0.041363034,-0.03862115
ICV346,-0.011951821,-0.0012657251,0.010101892,0.055891976,0.011449078,0.06075738,-0.037608474,-0.024123788,-0.008814767,-0.031479515,-0.09266777,-0.042944893,0.08426182,-0.085408874,-0.03532715,0.005456295,0.0659239,-0.074483015,0.06990914,0.04991714,0.007302755,-0.041757144,0.0020873696,0.0052783024,0.08506766,0.00046272576,-0.066875055,-0.0024324767,0.035792697,0.021407682,-0.045670204,-0.05535142
ICV287,-0.005796485,0.0038754493,0.007876973,0.053530544,0.007539546,0.05638182,-0.049637202,-0.021270629,-0.001602428,-0.032353047,-0.08654551,-0.0453687,0.09862084,-0.082558125,-0.021833096,0.0033199806,0.060480703,-0.08101188,0.06627494,0.04071838,0.01300353,-0.04956601,-0.014956536,0.0014263969,0.08765911,-0.007109884,-0.07439789,-0.002042029,0.03347487,0.009953634,-0.04010713,-0.04004207
ICV229,-0.011240852,-0.00240835,0.0033828383,0.05411102,0.014742032,0.06577555,-0.04264453,-0.03088625,-0.017601833,-0.032026976,-0.09050068,-0.0494586,0.08446811,-0.08293316,-0.032853674,0.017184455,0.062259223,-0.071320966,0.07138778,0.045890614,0.009373811,-0.03788042,-0.00022542104,0.0067922752,0.08857293,-0.008868914,-0.06911139,-0.004400376,0.03926529,0.026358198,-0.048104763,-0.049538203
ICV208,-0.010848424,0.0017383657,0.0077242497,0.05252522,0.006120786,0.06039556,-0.0498658,-0.020398077,-0.012734917,-0.034329448,-0.095043026,-0.047948815,0.09298159,-0.08141928,-0.025633343,0.0076360293,0.053893805,-0.07528722,0.07060886,0.03974384,0.011753485,-0.044234417,-0.003863167,0.005553961,0.09104129,-0.0005820021,-0.07330632,0.0033765733,0.033262182,0.02256552,-0.041467655,-0.042724997
ICV270,-0.0064547095,-0.00397042,0.0063618193,0.05139038,-0.00089437887,0.053258337,-0.046065915,-0.017209643,-0.0011395309,-0.036625993,-0.09234179,-0.05180653,0.09451715,-0.084819786,-0.020561488,-0.00350954,0.051694155,-0.077831544,0.06645752,0.040280715,0.013484806,-0.04941094,0.0016452391,-0.0009910418,0.09281476,-0.0035155192,-0.078843445,0.0036012493,0.031022243,0.016025458,-0.045345977,-0.045339793
ICV796,-0.0113043375,0.0011290796,0.005535534,0.05169462,0.012478998,0.0646217,-0.040020864,-0.031919662,-0.01086854,-0.026945531,-0.08540383,-0.051448084,0.08449563,-0.081164435,-0.031736244,0.015073737,0.06285499,-0.07104681,0.06951171,0.049026843,0.014853198,-0.041861713,-0.0026874915,0.007491706,0.089218564,-0.00749306,-0.07552807,-0.006572567,0.038573556,0.020739805,-0.041948687,-0.054561816
ICV17,-0.0144526325,0.0001062341,0.006573787,0.05681175,0.010477113,0.06288341,-0.050681245,-0.027903322,-0.006963297,-0.03233654,-0.087430745,-0.04380571,0.08998887,-0.08426806,-0.029744325,0.010277104,0.06123604,-0.0772011,0.06948349,0.04391209,0.0069577266,-0.042016603,-0.01079,0.007616589,0.092061825,-0.007996514,-0.06739202,0.0043386556,0.041911397,0.018698331,-0.042489953,-0.048044056
ICV406,-0.0052653225,-0.0060671456,0.008263271,0.04535734,-0.012074988,0.042773098,-0.051708017,-0.015112834,0.016363056,-0.019996023,-0.0973648,-0.05279821,0.111793794,-0.083379395,-0.011102481,-0.020260409,0.040385865,-0.09273311,0.067938246,0.034819603,0.026875598,-0.071299784,-0.0059479885,-0.009627171,0.09899849,-0.002922725,-0.094644055,-0.001299303,0.025638705,0.0006432971,-0.0394195,-0.034374837
ICV134,-0.011269125,-0.003757922,0.006072215,0.0565046,0.008515192,0.067863494,-0.046096366,-0.017696496,-0.008511543,-0.03359522,-0.09227829,-0.049423695,0.09460809,-0.082239285,-0.02602293,0.006867761,0.060885265,-0.06712329,0.0638621,0.044720788,0.0019916627,-0.041537814,-0.00042385608,0.0024065077,0.08982171,-0.0072661415,-0.065966755,0.0027673393,0.0372729,0.019180853,-0.046747465,-0.04383249
ICV87,-0.011165926,0.0061982665,0.007542301,0.053908505,0.01018095,0.067076094,-0.038328916,-0.028322004,-0.010067847,-0.034270428,-0.08698253,-0.052352913,0.09080785,-0.07941895,-0.029644558,0.014554583,0.06303487,-0.06801146,0.06924651,0.04972014,0.009452298,-0.037824996,-0.0036680494,0.0077468436,0.08730543,-0.0049242005,-0.06893877,-0.0009997897,0.032140084,0.020995257,-0.038924854,-0.045566846
ICV9,-0.009914536,-0.0013980903,0.007575847,0.051004536,0.0112190135,0.062202748,-0.039657053,-0.033149414,-0.012476688,-0.029735565,-0.09031664,-0.05136635,0.08590011,-0.0822766,-0.028793119,0.012149993,0.05715455,-0.07137789,0.07148272,0.04720191,0.012775692,-0.041805632,0.0041422173,0.007560443,0.08802157,-0.0036065169,-0.071916305,-0.001676295,0.036291204,0.02615752,-0.044706233,-0.052485716
ICV40,-0.008151516,0.0018734727,0.008945198,0.056134194,0.00821279,0.061666325,-0.044137567,-0.022444647,-0.0010252018,-0.03171199,-0.09325409,-0.043312754,0.10070235,-0.08358003,-0.022104371,0.0035791807,0.05823043,-0.07704557,0.07405879,0.04216323,0.013947883,-0.04765773,-0.008690685,0.0006830385,0.08427345,-0.010515489,-0.07175323,-0.0050441176,0.027795255,0.013231033,-0.04416642,-0.036705602
ICV156,-0.008489409,0.0039518494,0.0056320643,0.055644598,0.011526993,0.06671402,-0.050421357,-0.029175453,-0.0113367485,-0.033028323,-0.08753428,-0.048374508,0.09516813,-0.08021454,-0.026666878,0.0034195967,0.053902376,-0.07712792,0.07193825,0.03753683,0.008104025,-0.041361272,-0.0043674204,0.0040964577,0.09751524,-0.0030966885,-0.06685224,0.006810017,0.033218272,0.018881867,-0.037333988,-0.0419687
ICV198,-0.0042771054,-0.009100512,0.0029654843,0.056112982,0.017213624,0.06296333,-0.039391413,-0.033583492,-0.015805624,-0.022998946,-0.09562488,-0.046027325,0.08281775,-0.08211275,-0.034343787,0.009106543,0.05874457,-0.077790745,0.07608404,0.04163561,0.016303292,-0.0442492,0.00012981705,-0.0012538405,0.086445905,-0.009397082,-0.07830253,-0.014067423,0.041971445,0.023873545,-0.053087987,-0.051512618
ICV787,-0.008232189,-0.006240301,0.010650076,0.05438137,0.00058893114,0.057837684,-0.04234095,-0.019810108,0.0066403095,-0.03129769,-0.09415906,-0.04306423,0.09586389,-0.08574337,-0.019101191,-0.003239639,0.0484021,-0.077021964,0.07224574,0.041324172,0.02009104,-0.05535584,-0.004209226,0.00036498625,0.08566836,-0.012495514,-0.08348874,-0.0055907555,0.028002184,0.011031703,-0.042026028,-0.03752376
ICV185,-0.013456578,0.0037872307,0.008093029,0.054428868,0.01437637,0.06772461,-0.03799256,-0.028569296,-0.0073648086,-0.033453114,-0.08804866,-0.04868193,0.08505656,-0.081557505,-0.030102635,0.015297523,0.058418322,-0.06827481,0.07045489,0.047890346,0.009550264,-0.038765233,-0.0045423657,0.012094414,0.085641466,-0.004111178,-0.06643168,0.0029727034,0.034183756,0.022456614,-0.038518056,-0.048992276
ICV617,0.0008435007,0.00028811395,0.011363717,0.055929314,-0.0064187273,0.059674073,-0.044670586,-0.019116642,0.0010364056,-0.028565321,-0.08632547,-0.04985681,0.103750646,-0.07867091,-0.018449258,-0.006548766,0.048191186,-0.076567225,0.075201854,0.041163933,0.021549873,-0.0608807,-0.007868629,-0.004765278,0.08684221,-0.008907255,-0.076794386,0.0054350086,0.025724117,0.0065179695,-0.04589527,-0.035939097
ICV641,-0.012113242,0.0028651226,0.007965977,0.055460118,0.013374269,0.061641406,-0.044095617,-0.029731078,-0.0046315975,-0.031241827,-0.09165571,-0.044771247,0.095990635,-0.08329791,-0.024607643,0.004937846,0.061157204,-0.07492549,0.072306305,0.04652842,0.012820519,-0.04356642,-0.008442899,0.0015906822,0.086608276,-0.0051670745,-0.071464926,-0.0018547252,0.031906888,0.016098602,-0.039490186,-0.04235269
ICV798,-0.00705164,0.0023491122,0.0068263263,0.05612857,-0.0010641329,0.051116847,-0.045892317,-0.021604674,0.0020961296,-0.033298474,-0.09062831,-0.04614161,0.10008607,-0.08648403,-0.025384724,-0.004033968,0.05307724,-0.0831044,0.06807515,0.044371787,0.015825449,-0.054423254,-0.0066005923,0.00076785963,0.09096514,-0.004621882,-0.07471723,0.0073111244,0.02837559,0.015183433,-0.04561781,-0.0405767
ICV430,-0.0017849542,-0.006610194,0.005759229,0.056630973,-0.0009785593,0.052518006,-0.047489125,-0.021905094,0.013390431,-0.02311467,-0.095808215,-0.047819853,0.10203952,-0.07835501,-0.023936251,-0.014652792,0.049041424,-0.087417856,0.07143298,0.037081584,0.02261964,-0.06319486,-0.004830895,-0.007770639,0.08905789,-0.011434369,-0.082687035,-0.0034262575,0.0304237,0.010426202,-0.04594341,-0.035858534
ICV4,-0.011549205,0.005142619,0.0027283847,0.05313006,0.016516916,0.06783493,-0.041986346,-0.032924544,-0.012708085,-0.03341053,-0.08942786,-0.049232647,0.088248014,-0.08247492,-0.033935424,0.017352749,0.06073107,-0.073322535,0.0697869,0.043897487,0.011383777,-0.03912012,-0.0025250688,0.0041764183,0.08855714,-0.005872309,-0.06718903,-0.0047161207,0.03703969,0.027653594,-0.046353616,-0.047876813
ICV18,-0.012120067,0.0011330582,0.009146806,0.056945287,0.013380453,0.062010817,-0.044208385,-0.026117846,-0.0095148245,-0.036495276,-0.089938074,-0.045572385,0.09040442,-0.087090194,-0.027543738,0.013427293,0.06384374,-0.075563714,0.070032716,0.041766297,0.009142453,-0.037920486,-0.0066003464,0.00871429,0.089258775,-0.0040263273,-0.07111924,-0.0031642802,0.02968771,0.019103715,-0.038694963,-0.045673147
ICV217,-0.013877318,-0.0022260193,0.006304347,0.060069703,0.0044789724,0.05390334,-0.03589049,-0.024127802,0.0064944066,-0.032775655,-0.08784198,-0.050609134,0.09128163,-0.08150852,-0.03144943,-0.0035892688,0.06100151,-0.07804744,0.071422316,0.05181258,0.013231955,-0.04263907,-0.00087668374,0.0057921354,0.090571985,-0.0018979423,-0.07614924,0.007042505,0.030224293,0.018977262,-0.03794075,-0.045284003
ICV352,-0.009283397,-0.0014289953,0.007746241,0.057207324,0.011229895,0.065268785,-0.04720357,-0.027504414,-0.007283503,-0.031182408,-0.0901299,-0.044386875,0.08661242,-0.08153525,-0.027725058,0.0049167313,0.06056793,-0.078090794,0.07191502,0.0449736,0.00828292,-0.04621633,-0.0021570083,0.0021124464,0.08763301,-0.01056125,-0.06498141,0.0018534921,0.038639557,0.019027833,-0.04655718,-0.04961699
ICV721,-0.009969575,-0.003978759,0.0066676536,0.061302803,0.0071442816,0.06003122,-0.04325592,-0.028422283,-0.010138362,-0.026697908,-0.08859712,-0.044325784,0.09010731,-0.07878013,-0.030708333,0.0032428354,0.061371874,-0.07250885,0.07453419,0.047674768,0.0170471,-0.04694574,-0.0037594866,0.0023222463,0.08497407,-0.0016174987,-0.0769418,-0.0024362952,0.031120926,0.013736657,-0.042379953,-0.048571367
ICV189,-0.009259967,-0.004445657,0.0023921502,0.058372915,0.011601789,0.06403571,-0.048244506,-0.031145683,-0.010957382,-0.033503648,-0.09116215,-0.048137784,0.09382659,-0.08207567,-0.029052772,0.013064146,0.05854622,-0.076664135,0.06671587,0.042391196,0.012049866,-0.040595703,-0.0044398215,0.004172677,0.093593806,-0.00852197,-0.07266202,-0.005179949,0.03949254,0.021499723,-0.046646938,-0.045258306
ICV28,-0.008449213,0.0018363055,0.007483139,0.054475717,0.002425313,0.054302156,-0.049962513,-0.018840514,-0.0126284445,-0.033200704,-0.09357037,-0.04694063,0.098463595,-0.08337251,-0.024028275,0.0016212314,0.059039082,-0.0811649,0.069419496,0.041795217,0.011560201,-0.04872965,-0.011462687,-0.00049731415,0.087543055,-0.0024753064,-0.07194616,0.001973413,0.031663783,0.0152477175,-0.046918437,-0.04008124
ICV238,-0.009978967,-0.00065752864,0.0038189604,0.052437015,0.016960233,0.063978486,-0.041599635,-0.036680415,-0.014573792,-0.03447187,-0.08969388,-0.049981996,0.085949786,-0.08108328,-0.03308911,0.017097697,0.06091217,-0.072131306,0.069652826,0.046940796,0.01012521,-0.03778415,0.001131339,0.0074979477,0.08861761,-0.0053157024,-0.066791765,-0.0015383996,0.03955453,0.027563447,-0.047015954,-0.04994288
ICV751,-0.007174824,0.0031868555,0.0057668667,0.055132546,0.017058156,0.06914954,-0.044106446,-0.034233388,-0.011033055,-0.027602894,-0.08771855,-0.048582673,0.092634514,-0.08219348,-0.02567957,0.017124403,0.06545648,-0.07495896,0.07588827,0.04394954,0.013420641,-0.040059723,-0.0063507,0.0021324744,0.087462835,-0.01016812,-0.06959465,-0.008603152,0.037130013,0.020273421,-0.04688321,-0.045729674
ICV371,-0.006862575,-0.0009953175,0.007803495,0.05658142,-0.0026698522,0.04840905,-0.05384095,-0.017466433,0.0071894377,-0.025708403,-0.09150728,-0.046081826,0.09791149,-0.078473315,-0.019863725,-0.0149914585,0.05268337,-0.092322916,0.067144625,0.045350447,0.014907137,-0.06256489,-0.010777369,-0.0044311252,0.09119688,-0.0039530583,-0.07745328,0.011554316,0.03453016,0.006841685,-0.040532127,-0.043062404
ICV643,-0.008500237,0.0024986845,0.008465672,0.057772905,0.011731613,0.061215106,-0.049922436,-0.018375997,-0.006790096,-0.03235506,-0.09323875,-0.040127225,0.0974102,-0.08736061,-0.020243524,0.0039255805,0.06537848,-0.080708325,0.07016477,0.041620716,0.008425067,-0.045762803,-0.012491103,-0.0012051901,0.085853115,-0.009106047,-0.07205841,-0.0065162703,0.028702062,0.008782178,-0.041498862,-0.03975169
ICV272,-0.010067347,0.0055943783,0.004566667,0.05332323,0.016129537,0.06575079,-0.043095022,-0.031135056,-0.01343321,-0.031978812,-0.08909427,-0.049749464,0.09022724,-0.0823852,-0.029969258,0.015507655,0.06503194,-0.07475346,0.0700317,0.045579866,0.010120499,-0.039737374,-0.0057124197,0.0020438116,0.086314686,-0.0073356815,-0.06882646,-0.005947035,0.034458734,0.022426438,-0.04415099,-0.04678382
ICV340,-0.009086121,-0.0047101807,0.0067268936,0.05152822,0.005747609,0.058927394,-0.040737003,-0.020662114,-0.0009791832,-0.03385973,-0.09105246,-0.046888113,0.084212914,-0.08292155,-0.025978418,0.003727464,0.046670746,-0.076110005,0.067723095,0.040925853,0.014022278,-0.050991118,-0.00020565651,0.0032934314,0.08518102,-0.0056220815,-0.076879494,0.0020642355,0.036641084,0.022387274,-0.045574613,-0.046993766
ICV193,-0.01080546,0.00059656054,0.003330266,0.05625002,0.0148196295,0.06489588,-0.040372744,-0.035468347,-0.016071286,-0.03294843,-0.08841968,-0.05133661,0.085411415,-0.08012066,-0.03291231,0.019260835,0.061051678,-0.072932795,0.065877415,0.04881514,0.0061801258,-0.037100375,-0.003510354,0.011431873,0.0915999,-0.0108057335,-0.06529296,0.00046376884,0.04122442,0.026460294,-0.04750897,-0.05237769
ICV177,-0.0081970915,-0.0032839738,0.0062714866,0.051896803,0.0015254803,0.056641683,-0.04460485,-0.026675379,-0.012553466,-0.03436635,-0.09487391,-0.04996594,0.08878806,-0.07920976,-0.025180934,0.010918682,0.053533137,-0.07367602,0.07137259,0.041902717,0.015241692,-0.047973797,-0.0011758525,0.005770957,0.08443847,-0.005082272,-0.072946206,-0.0035823658,0.03565316,0.020442588,-0.046932567,-0.044130713
ICV323,-0.009091953,-0.00069247186,0.007985928,0.052874524,0.016950548,0.06707892,-0.03898463,-0.031606704,-0.012267258,-0.03391032,-0.08750698,-0.044878893,0.08746651,-0.08595717,-0.029411644,0.015176289,0.057764884,-0.07380094,0.06843509,0.046999864,0.008868585,-0.038377047,-3.834814e-05,0.004376483,0.08957006,-0.010062985,-0.072999485,-0.005021535,0.038780957,0.022817418,-0.04424885,-0.051924583
ICV353,-0.0072882664,-0.002451606,0.0077581923,0.057813145,0.0083623305,0.06349081,-0.046468507,-0.02754232,-0.007440364,-0.030751755,-0.09148635,-0.044420175,0.08947175,-0.08168581,-0.027889565,0.003874436,0.05857557,-0.07932525,0.070788555,0.045196023,0.008802047,-0.047978573,-0.0021647308,0.0013643336,0.08685921,-0.010621,-0.06588677,0.0005631447,0.037801355,0.018667879,-0.049165852,-0.04853128
ICV635,-0.007442041,-0.0011484753,0.006372359,0.054924376,0.0062044486,0.059972994,-0.04725619,-0.02641656,-0.000428712,-0.030959254,-0.09337865,-0.046998143,0.1006918,-0.08172582,-0.021153003,0.0009299312,0.055620063,-0.0776928,0.074536376,0.039239414,0.015353575,-0.04847571,-0.0076980125,-0.0013156896,0.08977949,-0.009107485,-0.07403527,-0.0034375787,0.03241817,0.012677953,-0.043320417,-0.036076993
ICV630,-0.012026967,0.0016713161,0.007725998,0.05783263,0.010777466,0.063223556,-0.046546906,-0.020616088,-0.004004102,-0.032245446,-0.09486895,-0.04196324,0.097413525,-0.085686415,-0.020179238,0.004973786,0.061460514,-0.078017645,0.071915895,0.044227604,0.01201844,-0.044653058,-0.009939829,0.0009963252,0.08610778,-0.010656346,-0.07447859,-0.006713219,0.027057286,0.011617344,-0.04061679,-0.038451575
ICV735,-0.009513664,-0.0030168947,0.0058281524,0.060352247,0.0045384467,0.05897805,-0.045928046,-0.021930663,-0.0050363895,-0.032340452,-0.08683073,-0.043148465,0.089192025,-0.08033931,-0.025042802,0.0037398785,0.059400376,-0.07660971,0.07166508,0.047822926,0.017092615,-0.04917261,-0.0098679215,0.0021541016,0.084276035,-0.005480595,-0.07866497,-0.0025522,0.03356114,0.009227626,-0.040398076,-0.044604637
ICV114,-0.008065745,-0.0062726215,0.008474385,0.05907412,0.006188873,0.060929336,-0.045770954,-0.026637856,0.0015860405,-0.03276238,-0.085974,-0.048054058,0.093786374,-0.075417325,-0.024254508,0.0007346645,0.05778405,-0.07192114,0.072328515,0.04416745,0.01566944,-0.047454644,-0.004121745,0.0052375104,0.08621146,-0.0066520385,-0.07260033,0.0018560141,0.031325966,0.010673505,-0.038287565,-0.041957505
ICV688,0.00020748284,-0.00880876,0.0064783236,0.058849696,0.00056762993,0.04691882,-0.048688877,-0.02124551,0.0075281765,-0.027999839,-0.09442713,-0.053410597,0.101385556,-0.07525293,-0.016079128,-0.009122934,0.06180311,-0.08919599,0.07077618,0.04089451,0.021011757,-0.05787672,-0.00784854,-0.010469362,0.090785965,-0.010821618,-0.08323273,-0.0019812286,0.038059764,0.011620769,-0.050391033,-0.03656953
ICV304,-0.008223264,-0.0029422417,0.0064968267,0.057740837,0.008004123,0.06498072,-0.043176536,-0.022805214,-0.0078433445,-0.034019798,-0.09519665,-0.0478376,0.093288094,-0.078942135,-0.02452235,0.00808702,0.05747508,-0.074313715,0.07040824,0.045422234,0.0102800485,-0.043264322,-0.0010279305,0.0032372586,0.08781436,-0.011124928,-0.070138365,-0.0020190813,0.03549321,0.021001367,-0.04938029,-0.043083407
ICV747,-0.0065099145,0.00166508,0.0056130444,0.05434179,0.017661372,0.07116931,-0.03725836,-0.036597714,-0.009722586,-0.028824594,-0.085545845,-0.050289072,0.08972177,-0.08340346,-0.03327032,0.018992614,0.06518301,-0.06994681,0.07324402,0.04728839,0.012323781,-0.038734667,2.9094517e-05,0.004244876,0.08898784,-0.007506795,-0.06740925,-0.0077402517,0.03802166,0.024486892,-0.049169905,-0.0497928
ICV92,-0.011850305,0.00740626,0.0043453686,0.054639477,0.015908826,0.07193839,-0.04228488,-0.029324718,-0.011536817,-0.03411178,-0.0897463,-0.049200684,0.085922495,-0.08235013,-0.030524254,0.014666006,0.060857065,-0.07295208,0.070886225,0.047256008,0.009777955,-0.037496127,-0.0020770486,0.006368343,0.0881253,-0.0040109493,-0.066395715,-0.0016563684,0.032473784,0.023770723,-0.04033842,-0.046786755
ICV107,-0.009284237,0.0008146893,0.007866743,0.055111133,0.017184518,0.063159674,-0.04326922,-0.028898563,-0.011485473,-0.03387968,-0.089553624,-0.046964988,0.089442015,-0.0804977,-0.025613049,0.010928899,0.063007854,-0.07284187,0.07215144,0.044004265,0.010185334,-0.036615446,-0.0051643886,0.0076498725,0.08259131,-0.0036949627,-0.07027187,-0.0051894486,0.02985936,0.018009663,-0.03637174,-0.04464114
