,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
ICV49,-0.012550275,0.005064804,0.003249113,0.053885613,0.0155976415,0.06793613,-0.0401042,-0.03148553,-0.011891205,-0.033615578,-0.089032754,-0.048934005,0.08570915,-0.083275884,-0.03394297,0.016570777,0.060654853,-0.072365545,0.069038115,0.046104886,0.010291487,-0.039600678,-0.0001926776,0.004500089,0.08565865,-0.0066860206,-0.06793918,-0.0035719723,0.033728477,0.026777279,-0.04515765,-0.049107946
ICV370,-0.00786361,-0.00223344,0.0053687547,0.05621086,-0.0011450239,0.05056259,-0.0520602,-0.018650383,0.007129507,-0.028748997,-0.0903871,-0.04232928,0.09678296,-0.08304694,-0.018584467,-0.016193677,0.048105866,-0.08847458,0.06774684,0.043382525,0.017805342,-0.060570404,-0.009754898,-0.0022037225,0.09374581,-0.006839007,-0.08263401,0.0055502914,0.031130778,0.004051475,-0.036090788,-0.03809861
ICV690,-0.008120461,-0.006608365,0.005669115,0.05672772,-0.0012699701,0.05556213,-0.05445499,-0.01932898,0.0013962183,-0.035293765,-0.085392885,-0.046447575,0.093771935,-0.0790142,-0.021526529,-0.0067600235,0.05235894,-0.080655485,0.070139915,0.042031564,0.018349515,-0.053689327,-0.004762493,0.00064644776,0.09423585,-0.007797975,-0.07774733,0.0075325556,0.039693817,0.013749825,-0.043744642,-0.04065025
ICV308,-0.00813766,-0.0010283813,0.009606145,0.05868926,0.005842004,0.063491076,-0.046680823,-0.02426732,-0.0022725407,-0.032426987,-0.08865662,-0.042408235,0.09287519,-0.083255544,-0.026719103,0.0019999556,0.057928175,-0.07858394,0.071722366,0.045129843,0.0125781195,-0.04853838,-0.008243445,0.0023516929,0.08654644,-0.012971431,-0.070934825,0.000103354454,0.034882355,0.013515202,-0.043887433,-0.043390032
ICV147,-0.004453784,0.002857037,0.0072436896,0.055895533,-6.2499195e-05,0.05888597,-0.052764446,-0.014871402,0.00018357672,-0.032965902,-0.08994054,-0.047996454,0.09991754,-0.08176476,-0.014840365,-0.003990896,0.05204011,-0.08119658,0.06941208,0.039413042,0.014800535,-0.053096727,-0.012175024,-0.00050954334,0.09108741,-0.0066029727,-0.07672081,0.0061263144,0.027038042,0.0058380533,-0.03910183,-0.03671233
ICV78,-0.012719739,0.0025510807,0.004678014,0.051958688,0.013888616,0.066910885,-0.041182503,-0.027275937,-0.009572657,-0.034870476,-0.08961459,-0.04947629,0.08609121,-0.08254878,-0.03143717,0.014558503,0.058623523,-0.07195583,0.06907703,0.043457568,0.009306122,-0.04080773,0.0016074423,0.002638394,0.08660196,-0.0062664673,-0.068116926,-0.0014583729,0.036260176,0.028100483,-0.046651043,-0.050233923
ICV67,-0.013857691,0.0021255594,0.010880312,0.054424778,0.012292154,0.0647839,-0.03859652,-0.024760153,-0.0046234243,-0.033752967,-0.09098652,-0.04741257,0.09006549,-0.080463655,-0.025667483,0.009364745,0.059103854,-0.06857077,0.071809955,0.04772523,0.00925851,-0.039903097,-0.0048942342,0.010555347,0.084959574,-0.0050257444,-0.06688491,0.0034233406,0.032375365,0.02059839,-0.03912627,-0.04489055
ICV260,-0.010205072,-0.00019920431,0.00999943,0.0506078,0.0108619165,0.05718386,-0.040085744,-0.030099673,-0.00084128045,-0.031087244,-0.08928799,-0.047694847,0.08973759,-0.08166689,-0.024170302,0.0069457535,0.05317088,-0.07236631,0.06877959,0.046841845,0.01150803,-0.045888245,-0.0036305245,0.008351656,0.08127091,-0.002361089,-0.070199065,0.004201956,0.03390906,0.017910609,-0.03768336,-0.0495524
ICV101,-0.014746196,0.0031205118,0.004746112,0.051430427,0.012099486,0.06181533,-0.04472386,-0.028230725,-0.010276329,-0.032264292,-0.08728726,-0.050373636,0.090440094,-0.08370608,-0.032423932,0.0076458976,0.066108204,-0.07311536,0.06842747,0.04918004,0.008976857,-0.040479813,-0.002155358,0.002464586,0.090338774,-0.0027485713,-0.069466926,-0.00020900741,0.03447976,0.020915985,-0.03997091,-0.04787279
ICV197,-0.01014455,0.00040957704,0.00851619,0.055383883,0.013407646,0.06238782,-0.043783933,-0.03307211,-0.010582115,-0.03722296,-0.08917304,-0.044868886,0.089476846,-0.084748805,-0.028925119,0.013043592,0.060177773,-0.07680919,0.072748214,0.042875946,0.008687126,-0.03972826,-0.003430413,0.006409932,0.09074853,-0.007594537,-0.06441507,0.0038569346,0.037730042,0.02319807,-0.046603426,-0.047433864
ICV351,-0.009047814,-0.0052494872,0.006491552,0.05058046,0.00037237257,0.051962122,-0.050575342,-0.0247951,0.001478821,-0.027974308,-0.09562693,-0.05216358,0.101950355,-0.07939369,-0.020750733,-0.00075308606,0.048704255,-0.081413984,0.06307625,0.041902862,0.015513271,-0.055628285,-0.004912814,-0.0008377703,0.090270765,-0.004716173,-0.07678433,0.0027201362,0.03628739,0.013712753,-0.04449299,-0.045205235
